Conversation/DEBUG_FaceAnimTest/Group00001=Kerrigan /// Kerrigan
Conversation/DEBUG_FaceAnimTest/Group00002=Izsha /// Izsha
Conversation/DEBUG_FaceAnimTest/Group00003=Zagara /// Zagara
Conversation/DEBUG_FaceAnimTest/Group00004=Stukov /// Stukov
Conversation/DEBUG_FaceAnimTest/Group00005=Valerian /// Valerian
Conversation/DEBUG_FaceAnimTest/Group00006=Dehaka /// Dehaka
Conversation/DEBUG_FaceAnimTest/Group00007=Lasarra /// Lasarra
Conversation/DEBUG_FaceAnimTest/Group00008=Kerrigan Infested /// Kerrigan Infested
Conversation/zMission_Korhal03/Line00097=需要更多的时间进行修理。你一定要小心啊！ /// Gonna need some more time to repair. Be careful out there!
Conversation/zMission_Korhal03/Line00098=休伯利安号已修理完毕。 /// The Hyperion is fully repaired.
Conversation/zMission_Korhal03/Line00099=你只管清扫通往炮台的路面，我会支援你的！ /// Just, clear your way to a tower and I'll back you up!
Conversation/zMission_Korhal03/Line00100=[Surprise 70]吉姆，[/Surprise][Happy 80]谢谢你。[/Happy] /// [Surprise 70]Jim. [/Surprise][Happy 80]Thank you.[/Happy]
Conversation/zMission_Korhal03/Line00101=回头再谢我吧。[Serious]现在是发动总攻的时候了。[/Serious] /// Thank me later. [Serious]It's time you put your war-face on.[/Serious]
Conversation/zMission_Korhal03/Line00102=好的，现在前去摧毁炮塔！ /// Alright, heading to the gun tower now!
Conversation/zMission_Korhal03/Line00103=[Serious]我感知到……[/Serious][Surprise 90]不，这不可能。[/Surprise] /// [Serious]I sense...[/Serious][Surprise 90] No, it can't be.[/Surprise]
Conversation/zMission_Korhal03/Line00104=我没想到你会回来…… /// I didn't think you would come back...
Conversation/zMission_Korhal03/Line00105=吉姆你慢点啊。照这样的形势，没等我来你就把他们消灭光了！ /// Slow down, Jim. You're going to finish them all without me!
Conversation/zMission_Korhal03/Line00106=那你最好抓紧了！ /// Better catch up then!
Conversation/zMission_Korhal03/Line00107=我就知道你能挺过来的，宝贝！ /// I knew you'd hold together, baby!
Conversation/zMission_Korhal03/Line00108=哇哦。损伤情况如何，斯旺？ /// Whoa. What's the damage, Swann?
Conversation/zMission_Korhal03/Line00109=情况很糟啊，吉米，但她还能挺住。 /// It's bad, Jimmy, but she'll hold together.
Conversation/zMission_Korhal03/Line00110=坚持住吉姆，我来救你了。 /// Hang on Jim. I'll get to you.
Conversation/zMission_Korhal03/Line00111=我会没事的，莎拉。你快去王宫！ /// I'll be fine, Sarah. You get to the palace!
Conversation/zMission_Korhal03/Line00112=这次不行，吉姆。我不会再丢下你一个人走了。 /// Not this time, Jim. I won't leave you behind again.
Conversation/zMission_Korhal03/Line00113=大多数帝国部队的注意力在我们这里而忽视了休伯利安号的存在。 /// The majority of the Dominion forces are ignoring the Hyperion to focus on us.
Conversation/zMission_Korhal03/Line00114=当前我们对阿克图尔斯来说是最大威胁，但他稍后就会对付吉姆的。我们得向休伯利安号靠拢并确保其安全。 /// We're the bigger threat right now. But Arcturus will come back for Jim later. We have to get to the Hyperion and secure it.
Conversation/zMission_Korhal03/Line00115=吉姆，你不是应该去疏散平民的吗？ /// Jim, weren't you supposed to be evacuating civilians?
Conversation/zMission_Korhal03/Line00116=那边有瓦伦里安和霍纳就够了。我有更重要的事情要做。 /// Valerian and Horner got that handled. I had other things to do.
Conversation/zMission_Korhal03/Line00117=坚持住吉姆！我们来了！ /// Hold on, Jim! We're coming!
Conversation/zMission_Korhal03/Line00118=遭到攻击！他们现在正朝我们开火！ /// Taking fire! They're focusing on us!
Conversation/zMission_Korhal03/Line00120=我的兄弟们正在准备攻击帝国军队。他们马上就出发。 /// My boys are preppin' to attack the Dominion. Heading out in a bit.
Conversation/zMission_Korhal03/Line00121=好了伙计们，让我们搞定那些帝国的走狗！ /// Alright boys, let's go kick some Dominon ass!
Conversation/zMission_Korhal03/Line00122=我们已经准备好对帝国发起进攻了。马上准备出发。 /// We're almost ready to attack the Dominion. Moving out soon.
Conversation/zMission_Korhal03/Line00123=我们正在为攻击帝国做准备。即刻准备就绪。 /// We're getting ready to attack the Dominion. Be ready shortly.
Conversation/zMission_Korhal03/Line00124=上子弹，兄弟们！轮到我们上场了！ /// Lock and load, gentlemen! We're up!
Conversation/zMission_Korhal03/Line00125=开始了！游骑兵出动！ /// Let's move out! Raiders roll!
Conversation/zMission_Korhal03/Line00126=但他们[Serious]还不足以拯救你。你背后究竟还藏着多少炮灰啊？[/Serious] /// And yet they still won't be enough [Serious]to save you. How many bodies will you hide behind?[/Serious]
Conversation/zMission_Korhal03/Line00127=[Serious]我感知到……[/Serious][Surprise 90]不，这不可能。[/Surprise] /// [Serious]I sense...[/Serious][Surprise 90] No, it can't be.[/Surprise]
Conversation/zMission_Korhal03/Line00128=[Serious]有什么东西感觉很熟悉[/Serious]——[Surprise]吉姆？[/Surprise] /// [Serious]There's something familiar about [/Serious]-- [Surprise]Jim?[/Surprise]
Conversation/zMission_Korhal03/Line00129=我没想到你会回来…… /// I didn't think you would come back...
Conversation/zMission_Korhal03/Line00130=吉姆你慢点啊。照这样的形势，没等我来你就把他们消灭光了！ /// Slow down, Jim. You're going to finish them all without me!
Conversation/zMission_Korhal03/Line00131=坚持住吉姆，我来救你了。 /// Hang on Jim. I'll get to you.
Conversation/zMission_Korhal03/Line00132=这次不会了，吉姆。我不会再把你丢下了。 /// Not this time, Jim. I won't leave you behind again.
Conversation/zMission_Korhal03/Line00133=当前我们对阿克图尔斯来说是最大威胁，但他稍后就会对付吉姆的。我们得向休伯利安号靠拢并确保其安全。 /// We're the bigger threat right now. But Arcturus will come back for Jim later. We have to get to the Hyperion and secure it.
Conversation/zMission_Korhal03/Line00134=吉姆，你不是应该去疏散平民的吗？ /// Jim, weren't you supposed to be evacuating civilians?
Conversation/zMission_Korhal03/Line00135=坚持住吉姆！我们来了！ /// Hold on, Jim! We're coming!
Conversation/zMission_Korhal03/Line00136=[Surprise 70]吉姆，[/Surprise][Happy 80]谢谢你。[/Happy] /// [Surprise 70]Jim. [/Surprise][Happy 80]Thank you.[/Happy]
Conversation/zMission_Korhal03/Line00137=[Surprise 80]我马上就到！[/Surprise]坚持住吉姆，[Serious]我来了！[/Serious] /// [Surprise 80]Like hell I will![/Surprise] Hold on, Jim, [Serious]I'm coming![/Serious]
Conversation/zMission_Korhal03/Line00138=[Serious]道路[/Serious]畅通了，扎加拉。[Serious]带领你的部队进入战区。[/Serious] /// [Serious]The way[/Serious] is clear, Zagara. [Serious]Move your troops into the sector.[/Serious]
Conversation/zMission_Korhal03/Line00139=[Serious]斯托科夫，[/Serious]加入战斗。 /// [Serious]Stukov,[/Serious] your path is clear.
Conversation/zMission_Korhal03/Line00140=主要通道清理完毕。[Serious]德哈卡，[/Serious]派你的族群进入城市。 /// The avenue is clear of defenders. [Serious]Dehaka,[/Serious] send your pack into the city.
Conversation/zMission_Korhal03/Line00141=你的防守应该多用点心，阿克图尔斯。 /// Your defenses could use some work, Arcturus.
Conversation/zMission_Korhal03/Line00142=虫群大军正在吞噬你的家园，阿克图尔斯。 /// The Swarm consumes your homeworld, Arcturus.
Conversation/zMission_Korhal03/Line00143=是你不停地把他们当成炮灰用来对付我。 /// And yet you keep throwing them in my way.
Conversation/zMission_Korhal03/Line00144=把自己出卖给混合体还敢[Serious]大言不惭[/Serious]，真是[Serious]不要脸。[/Serious] /// Says the man who [Serious]sold out[/Serious] to the hybrid. [Serious]You are a piece of work.[/Serious]
Conversation/zMission_Korhal03/Line00145=雷诺也帮不了你，凯瑞甘。 /// Raynor can't help you, Kerrigan.
Conversation/zMission_Korhal03/Line00146=好的。在我[Angry 75]狠揍蒙斯克时，确保左翼安全。[/Angry] /// Alright, keep that left flank clear while I go [Angry 75]put a hurt on Mengsk.[/Angry]
Conversation/zMission_Korhal03/Line00147=雷诺和凯瑞甘。一个是通缉犯另一个是杀人狂。真是天造地设。 /// Raynor and Kerrigan. A criminal and a mass murderer. How perfect.
Conversation/zMission_Korhal03/Line00148=遵命。我们会吃光他们的精华！ /// Yes. We will feast upon their essence!
Conversation/zMission_Korhal03/Line00149=明白，让我们结束这一切吧。 /// Understood. Let's finish this.
Conversation/zMission_Korhal03/Line00150=好样的！我们彻底干掉了奥丁！ /// We did it! The Odin's down for the count!
Conversation/zMission_Korhal03/Line00151=准备下一波进攻。 /// Preppin' for another attack.
Conversation/zMission_Korhal03/Line00152=是时候给帝国制造点麻烦了。 /// Think it's about time we caused the Dominion some trouble.
Conversation/zMission_Korhal03/Line00153=不用担心，我们还挺得住。 /// Don't you worry about us. We're still in this.
Conversation/zMission_Korhal03/Line00154=你那儿情况[Serious]怎么样？[/Serious] /// [Serious]How are[/Serious] you holding up?
Conversation/zMission_Korhal03/Line00155=凯瑞甘，你杀害了沃菲尔德将军，杀害了数以千计的百姓！ /// You murdered General Warfield. You've murdered thousands of people, Kerrigan!
Conversation/zMission_Korhal03/Line00156=凯瑞甘，之前的事你都忘了么？是谁把你从联邦救了出来？又是谁让你认清了是非？ /// Remember our history, Kerrigan? How I saved you from the Confederacy? How I freed your mind?
Conversation/zMission_Korhal03/Line00157=从那以后我一直很后悔。我当初就应该让你做为一个联邦的刺客烂死在大牢里。 /// And I've regretted it ever since. I should have let you rot away as a Confederate assassin.
Conversation/zMission_Korhal03/Line00158=好的。在我[Angry 75]狠揍蒙斯克时，确保左翼安全。[/Angry] /// Alright, keep that left flank clear while I go [Angry 75]put a hurt on Mengsk.[/Angry]
Conversation/zMission_Korhal03/Line00159=你那儿情况[Serious]怎么样？[/Serious] /// [Serious]How are[/Serious] you holding up?
Conversation/zMission_Lab01/Comment00001=When Kerrigan frees the first batch: /// When Kerrigan frees the first batch:
Conversation/zMission_Lab01/Comment00002=If the drone is not selected, play"Left-click the drone to select it." here before the next adjutant line. /// If the drone is not selected, play"Left-click the drone to select it." here before the next adjutant line.
Conversation/zMission_Lab01/Comment00003=When Hatchery is complete: /// When Hatchery is complete:
Conversation/zMission_Lab01/Comment00004=Without cancelling Hatchery /// Without cancelling Hatchery
Conversation/zMission_Lab01/Comment00005=Having cancelled Hatchery before as well /// Having cancelled Hatchery before as well
Conversation/zMission_Lab01/Comment00006=Objective: Morph an Overlord /// Objective: Morph an Overlord
Conversation/zMission_Lab01/Comment00007=First thing cancelled /// First thing cancelled
Conversation/zMission_Lab01/Comment00008=Cancelled 1 thing before /// Cancelled 1 thing before
Conversation/zMission_Lab01/Comment00009=Cancelled both things before /// Cancelled both things before
Conversation/zMission_Lab01/Comment00011=When player has done this /// When player has done this
Conversation/zMission_Lab01/Comment00012=Later /// Later
Conversation/zMission_Lab01/Comment00013=Once player has placed hatchery /// Once player has placed hatchery
Conversation/zMission_Lab01/Comment00014=While Overlord is morphing /// While Overlord is morphing
Conversation/zMission_Lab01/Comment00015=Another sentrybot enters the main cell but the spine crawler destroys it. /// Another sentrybot enters the main cell but the spine crawler destroys it.
Conversation/zMission_Lab01/Comment00016=New lines, new order: /// New lines, new order:
Conversation/zMission_Lab01/Comment00017=The cell door opens. Camera shows Sentrybots enter the far platform and start to attack zerglings in cages. /// The cell door opens. Camera shows Sentrybots enter the far platform and start to attack zerglings in cages.
Conversation/zMission_Lab01/Comment00018=End cinematic /// End cinematic
Conversation/zMission_Lab01/Comment00019=As zerglings run through the cell right outside the main cell. /// As zerglings run through the cell right outside the main cell.
Conversation/zMission_Lab01/Comment00020=Intro captured zerglings: /// Intro captured zerglings:
Conversation/zMission_Lab01/Comment00021=Bonus Objective: Rescue Zerglings /// Bonus Objective: Rescue Zerglings
Conversation/zMission_Lab01/Comment00023=The zerglings disperse. /// The zerglings disperse.
Conversation/zMission_Lab01/Comment00024=See the Eradicator powering up. /// See the Eradicator powering up.
Conversation/zMission_Lab01/Comment00025=When it's time for the gas... /// When it's time for the gas...
Conversation/zMission_Lab01/Comment00026=When player can see far side of the room: /// When player can see far side of the room:
Conversation/zMission_Lab01/Comment00027=Later: /// Later:
Conversation/zMission_Lab01/Comment00028=After Kerrigan makes a spawning pool. /// After Kerrigan makes a spawning pool.
Conversation/zMission_Lab01/Comment00030=To get the player out of the holding cell: /// To get the player out of the holding cell:
Conversation/zMission_Lab01/Comment00032=If player reaches cap and tries to build more. /// If player reaches cap and tries to build more.
Conversation/zMission_Lab01/Comment00033=If player gets below a certain number of Drones /// If player gets below a certain number of Drones
Conversation/zMission_Lab01/Comment00036=Direction to click the hatchery /// Direction to click the hatchery
Conversation/zMission_Lab01/Comment00039=Player is attacking with drones instead of zerglings. /// Player is attacking with drones instead of zerglings.
Conversation/zMission_Lab01/Comment00041=How to attack. /// How to attack.
Conversation/zMission_Lab01/Comment00042=Turrets destroyed: /// Turrets destroyed:
Conversation/zMission_Lab01/Comment00043=5 repetitions /// 5 repetitions
Conversation/zMission_Lab01/Comment00044=3 more repetitions /// 3 more repetitions
Conversation/zMission_Lab01/Comment00045=Gas does damage on HARD difficulty: /// Gas does damage on HARD difficulty:
Conversation/zMission_Lab01/Comment00046=Cancel twice /// Cancel twice
Conversation/zMission_Lab01/Comment00047=Cancel three times /// Cancel three times
Conversation/zMission_Lab01/Comment00048=Base under attack /// Base under attack
Conversation/zMission_Lab01/Comment00049=Can't reach target /// Can't reach target
Conversation/zMission_Lab01/Comment00050=When Player has destroyed the sentrybots on the second platform: /// When Player has destroyed the sentrybots on the second platform:
Conversation/zMission_Lab01/Comment00051=Must place on creep /// Must place on creep
Conversation/zMission_Lab01/Comment00052=Can't see placement/invalid placement /// Can't see placement/invalid placement
Conversation/zMission_Lab01/Comment00053=Need more supply /// Need more supply
Conversation/zMission_Lab01/Comment00054=3 more repetitions /// 3 more repetitions
Conversation/zMission_Lab01/Comment00058=Player attempts to attack Valerian with 1 zergling /// Player attempts to attack Valerian with 1 zergling
Conversation/zMission_Lab01/Comment00059=Player attempts to attack Valerian with multiple zerglings /// Player attempts to attack Valerian with multiple zerglings
Conversation/zMission_Lab01/Group00001=Lab01 /// Lab01
Conversation/zMission_Lab01/Group00002=Crit Path /// Crit Path
Conversation/zMission_Lab01/Group00003=Mutate Hatchery /// Mutate Hatchery
Conversation/zMission_Lab01/Group00004=Cancellation Lines /// Cancellation Lines
Conversation/zMission_Lab01/Group00005=Supply /// Supply
Conversation/zMission_Lab01/Group00006=Stage 2: Zerglings Running Wild /// Stage 2: Zerglings Running Wild
Conversation/zMission_Lab01/Group00007=Harvesting /// Harvesting
Conversation/zMission_Lab01/Group00009=Spawning pool /// Spawning pool
Conversation/zMission_Lab01/Group00010=Zerglings /// Zerglings
Conversation/zMission_Lab01/Group00011=Zerglings Built CINEMATIC /// Zerglings Built CINEMATIC
Conversation/zMission_Lab01/Group00012=Eradicator fight lines /// Eradicator fight lines
Conversation/zMission_Lab01/Group00013=Eradicator destroyed VICTORY CINEMATIC /// Eradicator destroyed VICTORY CINEMATIC
Conversation/zMission_Lab01/Group00014=Player Cancels Hatchery /// Player Cancels Hatchery
Conversation/zMission_Lab01/Group00015=At some point: /// At some point:
Conversation/zMission_Lab01/Group00016=Gas Room /// Gas Room
Conversation/zMission_Lab01/Group00017=Player Cancels Overlord /// Player Cancels Overlord
Conversation/zMission_Lab01/Group00018=Player Cancels Spawning Pool /// Player Cancels Spawning Pool
Conversation/zMission_Lab01/Group00020=Context Specific /// Context Specific
Conversation/zMission_Lab01/Group00021=Bonus Objective -- Free Zerglings /// Bonus Objective -- Free Zerglings
Conversation/zMission_Lab01/Group00022=Adjutant forced to Wait /// Adjutant forced to Wait
Conversation/zMission_Lab01/Group00023=Adjutant Error Messages /// Adjutant Error Messages
Conversation/zMission_Lab01/Group00024=TO Consider /// TO Consider
Conversation/zMission_Lab01/Group00028=OBSOLETE /// OBSOLETE
Conversation/zMission_Lab01/Line00001=是的，我能。 /// Yeah, I have it.
Conversation/zMission_Lab01/Line00002=你能控制它吗？ /// Are you able to control it?
Conversation/zMission_Lab01/Line00004=左键点击选中工蜂。 /// Left-click the drone to select it.
Conversation/zMission_Lab01/Line00006=好。下一步：看看你是否能命令工蜂变异为孵化场。 /// Okay. The next step: See if you can order the drone to mutate into a hatchery.
Conversation/zMission_Lab01/Line00007=左键点击工蜂命令面板上的“基础变异”按钮。 /// On the drone's command card, left-click on the "Basic Mutation" button.
Conversation/zMission_Lab01/Line00008=现在点击“变异为孵化场”按钮，然后通过左键点击放置孵化场。 /// Now left-click on the "Mutate into Hatchery" button, and place the hatchery by left-clicking.
Conversation/zMission_Lab01/Line00010=你以为结束了吗？让我再测试下你所谓的安全环境吧。 /// You think we're done? Let's put your controlled environment to the test.
Conversation/zMission_Lab01/Line00012=别担心，就算你不是刀锋女王了，你也可以控制几个异虫的。 /// Don't worry, you can control a few zerg without turning back into the Queen of Blades.
Conversation/zMission_Lab01/Line00013=停止实验。清理关押室！ /// Shut down the experiment. Sanitize the holding cells!
Conversation/zMission_Lab01/Line00014=防护门发生异常。 /// The door is malfunctioning.
Conversation/zMission_Lab01/Line00015=孵化场还会生产幼虫，你可利用它们来变异出更多的工蜂或其他异虫生物。 /// The hatchery also produces larvae, which you use to morph into more drones or other zerg creatures.
Conversation/zMission_Lab01/Line00017=如需变异跳虫，左键点击命令面板上的“选择幼虫”按钮。 /// To create zerglings, left-click on the "Select Larva" button on the command card.
Conversation/zMission_Lab01/Line00019=[Happy 60]非常好。[/Happy]我的计划原本到此为止，但现在让我们更进一步吧。 /// [Happy 60]Excellent.[/Happy] I planned to stop here, but let's take this a little further.
Conversation/zMission_Lab01/Line00020=左键点击选中工蜂，然后右键点击矿脉来采集资源。 /// Left-click a drone, then right-click a mineral node to order them to harvest.
Conversation/zMission_Lab01/Line00022=干得好，凯瑞甘。今天我们可以收工了。 /// Great work, Kerrigan; I think that's all we need today.
Conversation/zMission_Lab01/Line00023=绝大多数异虫建筑需要建造在菌毯上。 /// Most zerg structures need to be placed on creep.
Conversation/zMission_Lab01/Line00024=[Surprise 80]这和运气无关。[/Surprise]也许你现在了解到异虫有[Serious]多么危险了吧。[/Serious]我会把它们送回关押舱。 /// [Surprise 80]Luck had nothing to do with it.[/Surprise] And maybe now you understand how [Serious]dangerous the zerg are[/Serious]. I'll send them back to their pens.
Conversation/zMission_Lab01/Line00025=我需要一个王虫才能变异其它东西。 /// I need an overlord to morph anything else.
Conversation/zMission_Lab01/Line00026=[Surprise]你要让我控制更多的异虫。[/Surprise]你很喜欢冒险[Surprise 70]，是吗？[/Surprise] /// [Surprise]You're giving me more zerg to control.[/Surprise] You like to live dangerously, [Surprise 70]don't you?[/Surprise]
Conversation/zMission_Lab01/Line00027=孵化场是异虫基地的核心建筑。可以扩散菌毯，从而使其他建筑能够建造。 /// A hatchery is the central structure of a zerg base. It spreads creep, so that other structures can be built.
Conversation/zMission_Lab01/Line00028=[Serious]那就来吧[/Serious]。一只王虫应该问题不大。 /// [Serious]Do it then.[/Serious] One overlord shouldn't hurt.
Conversation/zMission_Lab01/Line00029=它也是异虫唯一能够建造单位的建筑。不过需要先进行必须的升级。 /// It is also the only structure which produces units, once the necessary upgrades have been built.
Conversation/zMission_Lab01/Line00030=还有额外的工蜂可以用来采集晶体矿。 /// Additional drones are still available to harvest minerals. 
Conversation/zMission_Lab01/Line00031=试验区域有多个工蜂。请左键点击选中一只。 /// Several drones are available in the testing area. Please left-click one now to select it.
Conversation/zMission_Lab01/Line00033=[Surprise 60]试试你能不能命令[/Surprise]它们去采集资源。 /// [Surprise 60]See if you can order them[/Surprise] to gather those resources.
Conversation/zMission_Lab01/Line00034=你干得很好，凯瑞甘。[Surprise 70]你能再变异几只工蜂出来吗？[/Surprise] /// You're doing well, Kerrigan. [Surprise 70]Can you morph more drones?[/Surprise]
Conversation/zMission_Lab01/Line00035=左键点击选中工蜂。 /// Select drones by left-clicking.
Conversation/zMission_Lab01/Line00036=这就能命令它们开始采集晶体矿了。 /// This will order them to start harvesting minerals.
Conversation/zMission_Lab01/Line00037=在你制造一个单位之前，必须先确保有足够的补给。 /// Before you can train a unit, you must have the supplies to support that unit.
Conversation/zMission_Lab01/Line00038=当前补给上限显示在屏幕的右上角，同时还显示了当前已占用的补给量。 /// Your current supply maximum is displayed in the upper right corner of the screen along with how much supply you are currently using.
Conversation/zMission_Lab01/Line00039=要变异一个异虫建筑，首先左键点击选中一只工蜂。 /// To mutate a zerg structure, first select a drone by left-clicking.
Conversation/zMission_Lab01/Line00040=孵化场的放置点不能太靠近矿脉。 /// The hatchery cannot be placed too close to minerals.
Conversation/zMission_Lab01/Line00041=工蜂在变异为建筑后会被消耗，因此变异另一个建筑需要另一只工蜂。 /// The Drone is consumed when the structure is created, so you will need another Drone to build another structure.
Conversation/zMission_Lab01/Line00042=[Surprise]非常感谢。[/Surprise][Serious]要是你愿意合作，[/Serious]我现在就放你出来。 /// [Surprise]I appreciate that.[/Surprise] I'm opening your cell right now,[Serious] if you'd like[/Serious] to join me.
Conversation/zMission_Lab01/Line00043=选中你的孵化场，然后左键点击“选择幼虫”按钮命令幼虫变异为王虫。 /// Select your hatchery and left-click the "Select Larva" button, then order a larva to morph into an Overlord.
Conversation/zMission_Lab01/Line00044=凯瑞甘，为什么要停止变异孵化场? /// Kerrigan, why did you stop the hatchery from mutating?
Conversation/zMission_Lab01/Line00045=这真是个糟糕的主意。 /// This is a really bad idea.
Conversation/zMission_Lab01/Line00046=异虫通过王虫来增加补给。 /// The zerg use overlords to generate more supply.
Conversation/zMission_Lab01/Line00047=左键点击命令面板中的“选择幼虫”按钮来变异王虫。 /// To morph an overlord left-click on the "Select Larva" button on the command card.
Conversation/zMission_Lab01/Line00048=试试让工蜂变异为分裂池。 /// Try mutating a drone into a spawning pool.
Conversation/zMission_Lab01/Line00050=分裂池允许孵化场的幼虫变异为跳虫。 /// The spawning pool allows the hatchery to turn larvae into zerglings.
Conversation/zMission_Lab01/Line00051=跳虫是异虫部队的基本单位。 /// Zerglings are the basic unit of any zerg army.
Conversation/zMission_Lab01/Line00052=测试就快完成了，请配合。 /// There are only a few tests left. Please continue.
Conversation/zMission_Lab01/Line00053=分裂池已完成。[Happy 90]你应该下来到测试房看看。[/Happy] /// The spawning pool is finished. [Happy 90]You should go down to the test chamber and inspect it.[/Happy]
Conversation/zMission_Lab01/Line00054=然后左键点击命令面板中的“变异为跳虫”按钮。 /// Then left-click on the "Morph to Zergling" button on the command card.
Conversation/zMission_Lab01/Line00056=[Surprise 80]快住手！[/Surprise][Angry 75]我可没让你孵化跳虫！[/Angry] /// [Surprise 80]Stop![/Surprise][Angry 75] I didn't ask you to create zerglings![/Angry]
Conversation/zMission_Lab01/Line00057=这就是异虫的有趣之处，瓦伦里安。[Serious]它们永远让人捉摸不透。[/Serious] /// Funny thing about zerg, Valerian. [Serious]They never do what you expect.[/Serious]
Conversation/zMission_Lab01/Line00058=封锁大门！ /// Seal the door!
Conversation/zMission_Lab01/Line00059=电路里长菌毯了，[Happy 60]恭喜你啊。[/Happy] /// There's creep in the circuits. [Happy 60]Fancy that.[/Happy]
Conversation/zMission_Lab01/Line00060=[Serious]封锁下层，启动灭绝者！[/Serious][Angry 65]不能让任何东西逃走！[/Angry] /// [Serious]Lockdown on the sublevel and power up the Eradicator![/Serious][Angry 65] Nothing gets out![/Angry]
Conversation/zMission_Lab01/Line00061=关押室破损。异虫样本逃出。 /// Containment breach. Zerg specimens free.
Conversation/zMission_Lab01/Line00062=快让科学家撤离！让所有人都离开那儿！ /// Evacuate the scientists! Get all personnel out of there!
Conversation/zMission_Lab01/Line00063=我感应到有很多跳虫在关押舱里！[Surprise 90]瓦伦里安，你太不小心了！[/Surprise][Serious]我可以把它们也救出来……[/Serious] /// I sense more zerglings in holding pens![Surprise 90] Valerian, you were very careless! [Serious]Perhaps[/Surprise] I'll free them too...[/Serious]
Conversation/zMission_Lab01/Line00064=凯瑞甘！[Serious]这可不是游戏！[/Serious] /// Kerrigan! [Serious]This is not a game![/Serious]
Conversation/zMission_Lab01/Line00065=异虫从来不玩游戏的。 /// It never is with the zerg.
Conversation/zMission_Lab01/Line00066=正在启动自动化警戒机器人。 /// Activating automated sentry bots.
Conversation/zMission_Lab01/Line00067=正在启动自动化防御炮台。 /// Activating automated defense turrets.
Conversation/zMission_Lab01/Line00070=异虫来了！快逃啊！ /// Zerg! Run!
Conversation/zMission_Lab01/Line00072=[Angry 65]可恶。[/Angry][Serious]快让所有人离开那儿！[/Serious] /// [Angry 65]Dammit, [Serious]get[/Angry] all personnel off that level![/Serious]
Conversation/zMission_Lab01/Line00073=你不是说你需要王虫来建造更多单位吗？ /// I thought you said you needed an overlord to create more units?
Conversation/zMission_Lab01/Line00075=正在启动更多自动化警戒机器人。 /// Activating more automated sentry bots.
Conversation/zMission_Lab01/Line00077=灭绝者已启动。 /// Eradicator activated.
Conversation/zMission_Lab01/Line00078=毒气和炮台已启动。 /// Activate gas and turrets.
Conversation/zMission_Lab01/Line00079=作战机器人护盾已激活。 /// Activate Warbot shield.
Conversation/zMission_Lab01/Line00082=异虫攻破了下层。[Serious 80]还好你运气不错，没有伤亡，凯瑞甘。[/Serious] /// The zerg have overrun the sublevel. [Serious 80]You're lucky no one was killed, Kerrigan.[/Serious]
Conversation/zMission_Lab01/Line00084=副官，派些火蝠到下层去。没有了凯瑞甘的指挥，它们应该很容易对付。 /// Adjutant, deploy firebats to the sublevel. Without Kerrigan commanding them, they should be easy to clean up.
Conversation/zMission_Lab01/Line00085=看来你现在知道我能指挥几只异虫了，恭喜你啊。 /// I guess you found out how many zerg I can command. Huge success.
Conversation/zMission_Lab01/Line00086=哦，我就是看你不顺眼。 /// Oh, I just don't like you.
Conversation/zMission_Lab01/Line00087=[Surprise 90]又要重来？[/Surprise]我们一定要完成这些测试，时间不多了。 /// [Surprise 90]Again? [/Surprise]We need to finish these tests and we don't have much time.
Conversation/zMission_Lab01/Line00089=你把我放出去速度就快了…… /// You could always let me out of this cell and speed things along...
Conversation/zMission_Lab01/Line00090=可恶，凯瑞甘。让你的跳虫停下。 /// Dammit, Kerrigan, call off your zerglings.
Conversation/zMission_Lab01/Line00091=你自找的，瓦伦里安。 /// You do it, Valerian.
Conversation/zMission_Lab01/Line00092=闹够了吧，凯瑞甘！ /// You've made your point, Kerrigan!
Conversation/zMission_Lab01/Line00093=[Surprise 90]我可没闹。[/Surprise][Happy 90]我还在关押室里呢。[/Happy] /// [Surprise 90]Not yet I haven't. [Happy 90]I'm[/Surprise] still in your containment cell.[/Happy]
Conversation/zMission_Lab01/Line00094=更多的异虫？你在想什么？ /// More zerg? What were you thinking?
Conversation/zMission_Lab01/Line00096=啊，我从上面能看得很清楚，谢谢。 /// Ah, I can see just fine from up here, thanks.
Conversation/zMission_Lab01/Line00097=作战机器人？异虫逃出来的时候，靠作战机器人是挡不住的。来，我教你。 /// A warbot? If the zerg get out, a warbot won't be enough. Here, I'll show you.
Conversation/zMission_Lab01/Line00099=你能让工蜂变异为脊针爬虫吗？ /// Can you mutate a drone to a spine crawler?
Conversation/zMission_Lab01/Line00100=这么做是[Serious]不会有好结果的，[/Serious][Surprise 60]你知道的吧？[/Surprise] /// [Surprise 60]You know this[/Surprise] is going to [Serious]end badly, [/Serious][Surprise 60]right?[/Surprise]
Conversation/zMission_Lab01/Line00101=这里是[Serious]安全环境。[/Serious] /// We have a [Serious]controlled environment.[/Serious]
Conversation/zMission_Lab01/Line00102=[Surprise 60]好的，凯瑞甘。[/Surprise]我要多放一些工蜂到测试房里。 /// [Surprise 60]Okay, Kerrigan,[/Surprise] I'm releasing more drones into the test chamber.
Conversation/zMission_Lab01/Line00103=好的，正在变异为脊针爬虫。 /// Okay, it's morphing into a spine crawler.
Conversation/zMission_Lab01/Line00104=完成了，一只绝对安全的脊针爬虫。 /// There you go, one perfectly secure spine crawler.
